score,Borough,Largest Property Use Type,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Intensity (All Water Sources) (gal/ft²),log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²)
16,Manhattan,Multifamily Housing,72801,2009,1,100,92.4,8.2,0.7,104.56,5.152713393,4.649761069
2,Manhattan,Multifamily Housing,724798,2013,1,100,129.1,19.9,0,,4.893352133,
66,Manhattan,Multifamily Housing,663895,1950,1,100,51.1,8.3,0.2,,6.468319651,
100,Manhattan,Multifamily Housing,237003,2014,1,100,3.2,0.8,0,,2.151762203,
11,Brooklyn,Multifamily Housing,57033,2005,1,100,74.3,12.4,0.3,204.04,4.48638665,5.318316053
17,Bronx,Multifamily Housing,98922,1928,1,100,115.5,7.2,1,171.24,6.14525802,5.143066081
4,Bronx,Multifamily Housing,67842,1940,1,100,106,10.7,0.7,,5.506550305,
31,Bronx,Multifamily Housing,65280,1925,1,100,102.6,7.9,0.8,156.3,5.569488887,5.051777237
13,Bronx,Multifamily Housing,119013,1928,1,100,99.8,8.4,0.8,124.37,6.108358299,4.823260994
40,Bronx,Multifamily Housing,146490,1925,1,100,103,6.1,0.8,,6.460373828,
59,Bronx,Multifamily Housing,68300,2006,1,100,70.1,5.1,0.5,74.86,5.25593165,4.315619702
82,Bronx,Multifamily Housing,68306,2005,1,100,62.2,3.9,0.5,,5.17501915,
55,Brooklyn,Multifamily Housing,52012,1939,1,100,85.8,4.3,0.7,37.14,5.289276622,3.614694556
80,Brooklyn,Multifamily Housing,50622,1910,1,100,78.8,3.8,0.7,56.65,5.167639043,4.036891987
87,Manhattan,Multifamily Housing,79079,1973,1,100,33.6,10.8,,49.44,,3.900759813
5,Manhattan,Multifamily Housing,60713,1987,1,100,118.6,8.7,1,51.67,5.648269765,3.944877342
80,Queens,Distribution Center,90000,1954,1,100,80.5,15.2,0.3,1330.19,4.89858579,7.193077068
70,Manhattan,Multifamily Housing,69125,1926,1,100,65.1,4.8,0.5,38.41,5.181221595,3.648317842
76,Queens,Multifamily Housing,119349,1984,1,100,66.7,4.3,0.6,44.78,5.786283696,3.801761611
87,Queens,Multifamily Housing,99876,1926,1,100,78.4,3.6,0.7,,5.851915082,
72,Queens,Multifamily Housing,83814,1953,1,100,83.6,3.7,0.7,,5.776103136,
99,Bronx,Senior Care Community,281965,1936,1,100,116.5,,,7571.51,7.715123604,8.932147798
13,Manhattan,Multifamily Housing,195190,2006,1,100,83.8,19,0.2,33.96,5.394536224,3.525183361
100,Brooklyn,Multifamily Housing,68853,1988,1,100,19.2,3.8,0.1,53.67,3.077312261,3.982854186
66,Queens,Multifamily Housing,96000,1950,1,100,89.8,4.2,0.8,55.22,5.948557046,4.011325207
58,Manhattan,Multifamily Housing,62964,1952,1,100,85.7,,,34.68,5.469325163,3.546163152
87,Manhattan,Office,177000,1928,1,70,61.5,8.6,,49.28,,3.897518319
52,Brooklyn,Multifamily Housing,87000,1925,1,100,93.9,3.8,0.9,83.92,5.92184648,4.429863964
100,Manhattan,Multifamily Housing,58030,1926,1,100,21.1,3.9,0.1,114.14,3.135494216,4.737425765
21,Manhattan,Multifamily Housing,53034,1918,1,100,126.7,4.3,0.1,95.28,6.081762185,4.556819925
51,Brooklyn,Multifamily Housing,67600,2011,1,100,32.6,7.3,0.1,,3.540959324,
14,Brooklyn,Multifamily Housing,55426,1940,1,100,130.5,3.4,1.2,46.34,6.011512242,3.836005519
100,Bronx,Multifamily Housing,50075,1966,1,100,25.2,4.2,0.1,79.42,3.36729583,4.374750226
100,Queens,Multifamily Housing,54545,1926,1,100,11.7,3,0,,1.458615023,
9,Brooklyn,K-12 School,72000,2003,1,100,145.1,9.8,1.1,,6.050912006,
1,Manhattan,Multifamily Housing,88658,1965,1,100,194.4,11.8,1.5,,6.584515111,
22,Brooklyn,Senior Care Community,123140,1975,1,100,167.4,16.5,1.1,116.69,6.587550015,4.759520846
1,Bronx,Multifamily Housing,92950,1926,1,100,181.8,9.8,0.7,112.4,6.795817626,4.722063937
66,Bronx,Multifamily Housing,92950,1927,1,100,76.1,3.8,0.4,89.75,5.876053696,4.497028027
52,Brooklyn,Multifamily Housing,78000,1927,1,100,92.2,3.4,0,66.6,6.155282632,4.198704578
24,Bronx,Multifamily Housing,69120,1939,1,100,103.7,4.6,0.7,129.14,5.838895948,4.860897087
1,Manhattan,Multifamily Housing,85836,1925,1,100,156.4,9.9,0.5,101.77,6.553648463,4.622715365
12,Manhattan,Multifamily Housing,58914,1926,1,100,123.7,4.1,0.5,87.84,6.024899323,4.475516978
24,Manhattan,Multifamily Housing,54448,1920,1,100,105.3,4.3,1,121.35,5.567580853,4.798678932
79,Brooklyn,Multifamily Housing,87027,1955,1,100,66.2,3.4,0.5,,5.527840525,
28,Manhattan,Multifamily Housing,58242,1940,1,100,101.2,4.6,0,,5.903179632,
1,Queens,Multifamily Housing,79896,1927,1,100,196.8,9.9,0.8,77.31,6.724433222,4.347823313
1,Queens,Multifamily Housing,65280,1941,1,100,181.4,3.4,0.9,65.63,6.561172099,4.184032908
20,Queens,Multifamily Housing,65820,1941,1,100,119.3,3.4,0.3,69.86,6.200711993,4.246493239
1,Queens,Multifamily Housing,95880,1939,1,100,176.8,3.5,1.6,,6.72838935,
5,Queens,Multifamily Housing,79000,1941,1,100,98.9,9.7,0.6,71.96,5.605434352,4.276110409
52,Bronx,Multifamily Housing,53250,1953,1,100,91.3,3.3,0,73.13,5.753524567,4.292238679
24,Bronx,Multifamily Housing,96545,1926,1,100,113.6,3.3,0.3,,6.516784617,
56,Brooklyn,Multifamily Housing,90000,1963,1,100,78,4,0.7,71.68,5.718671087,4.272211769
28,Brooklyn,Multifamily Housing,64000,1963,1,100,90.8,5.3,0.7,70.41,5.50003297,4.254335299
58,Queens,Multifamily Housing,71562,1952,1,100,77.3,4.3,0.6,91.91,5.460861296,4.520809837
20,Bronx,Multifamily Housing,63836,1927,1,100,113.7,4.2,0,,6.152519906,
47,Bronx,Multifamily Housing,61286,1927,1,100,92.9,3.7,0,74.2,5.897153868,4.30676415
1,Bronx,Multifamily Housing,89700,1927,1,100,151,9.9,0.4,,6.574099074,
1,Bronx,Multifamily Housing,88500,1927,1,100,131,9.8,0.1,72.94,6.418038618,4.289637185
1,Bronx,Multifamily Housing,56250,1922,1,100,195.8,8.6,0.9,,6.370927853,
1,Bronx,Multifamily Housing,60000,1927,1,100,185.7,3.7,0.9,117.57,6.487684018,4.767033901
3,Bronx,Multifamily Housing,68445,1937,1,100,161.9,3.2,0.7,,6.510704669,
1,Brooklyn,Multifamily Housing,52872,1938,1,100,171.1,6.7,0.7,85.24,6.214608098,4.445470807
2,Bronx,Multifamily Housing,140662,1952,4,100,167.3,3.2,0.8,,7.257566723,
2,Bronx,Multifamily Housing,84588,1931,1,100,166.4,3.3,0.8,8.72,6.744412481,2.165619238
2,Bronx,Multifamily Housing,75114,1931,1,100,164.2,4.3,0.8,14.05,6.570322581,2.642622396
4,Bronx,Multifamily Housing,75288,1929,1,100,151.7,3.7,0.6,169.85,6.533643479,5.134915695
59,Bronx,Multifamily Housing,74514,1929,1,100,77.6,4.1,0.7,69.54,5.519058033,4.241902127
40,Bronx,Multifamily Housing,53400,1939,1,100,98.5,3.6,0.1,71.63,5.823637436,4.271513981
12,Bronx,Multifamily Housing,69225,1937,1,100,109,6.4,0.1,107.6,6.090857291,4.678420648
30,Brooklyn,Multifamily Housing,57500,1961,1,100,93.6,4.7,0.8,146.24,5.464255444,4.985249108
29,Brooklyn,Multifamily Housing,68500,1961,1,100,95.8,4.3,0.8,75.71,5.678122728,4.326910252
100,Brooklyn,Multifamily Housing,66000,1939,1,100,12.8,3.2,0,64.12,1.335001067,4.160756328
5,Brooklyn,Multifamily Housing,58200,1956,1,100,149.4,3.6,0.6,,6.245525201,
6,Bronx,Multifamily Housing,132600,1932,1,100,129.6,4.9,1.2,,6.674435121,
1,Bronx,Multifamily Housing,171000,1930,1,100,185.8,4.5,1,,7.521751021,
1,Bronx,Multifamily Housing,129677,1929,1,100,194.4,10,0.9,111.71,7.19608714,4.715906228
76,Bronx,Multifamily Housing,86500,1938,1,100,71.2,3.5,0.1,94.73,5.900992644,4.55103074
77,Brooklyn,Multifamily Housing,83390,1931,1,100,67.5,3.5,0.6,,5.508578292,
64,Bronx,Multifamily Housing,130500,1937,1,100,77.1,4.1,0.1,81.86,6.394760638,4.405010471
1,Bronx,Multifamily Housing,92000,1924,1,100,174.3,4.2,0.8,,6.832492794,
1,Queens,Multifamily Housing,134457,1976,2,100,202.6,3.3,1.1,,7.22569979,
1,Bronx,Multifamily Housing,54000,1931,1,100,183.3,3.5,1,,6.356281257,
3,Bronx,Multifamily Housing,122850,1937,1,100,152.7,4,0.7,16.76,7.003792467,2.818995095
97,Bronx,Multifamily Housing,92417,1941,1,100,26.1,6.1,0,,3.254242969,
21,Bronx,Multifamily Housing,60000,1924,1,100,102.9,5.5,0.1,128.57,5.895779297,4.856473503
24,Bronx,Multifamily Housing,52030,1924,1,100,101.2,5.2,0.1,,5.741720314,
6,Bronx,Multifamily Housing,51007,1937,1,100,124.3,5.7,1.1,,5.647212123,
6,Bronx,Multifamily Housing,59240,1927,1,100,114.3,7.3,1,,5.640132448,
12,Bronx,Multifamily Housing,72000,1928,1,100,114.1,5.2,1,129.97,5.902360072,4.867303655
5,Bronx,Multifamily Housing,76860,1923,1,100,145.4,3.5,1.4,131.77,6.296740928,4.881057979
100,Bronx,Multifamily Housing,76860,1923,1,100,17,3.4,0.1,60.59,3.025291076,4.104129863
74,Bronx,Multifamily Housing,60587,1922,1,100,70,3.7,0.6,154.35,5.21384821,5.039222751
59,Bronx,Multifamily Housing,54000,1932,1,100,84.1,3.3,0.8,,5.338499156,
23,Bronx,Multifamily Housing,75420,1927,1,100,98.3,5.3,0.8,102.81,5.765504533,4.632882625
48,Bronx,Multifamily Housing,423500,1924,1,100,90.4,3.5,0.8,,7.474488535,
13,Bronx,Multifamily Housing,68870,1923,1,100,110,5.6,1,82.33,5.799092654,4.410735561
1,Bronx,Multifamily Housing,50400,1931,1,100,172.5,17.5,1.2,160.06,5.703115586,5.075548745
31,Bronx,Multifamily Housing,89457,1927,1,100,99.9,4.1,0.9,,6.009550015,
27,Bronx,Multifamily Housing,65667,1927,1,100,97.5,4.8,0.9,,5.637998734,
14,Brooklyn,Multifamily Housing,151236,1927,1,100,123,3.4,1.1,62.75,6.793017602,4.139158578
99,Manhattan,Multifamily Housing,564196,1963,1,100,21.7,5.9,0,,3.39785848,
24,Brooklyn,K-12 School,62000,1986,1,100,95.9,11.9,0.6,,5.201806466,
14,Manhattan,Office,81706,1902,1,100,197.4,21.5,1.3,112.75,6.360438547,4.725172978
90,Manhattan,Multifamily Housing,51876,1920,1,100,80.7,3.9,0.7,,5.367843429,
8,Queens,Multifamily Housing,137360,2007,1,100,99.8,10,0.7,47.38,6.103899976,3.858200199
62,Brooklyn,Multifamily Housing,90215,2006,1,100,63.3,6.4,0.5,,5.414766179,
30,Manhattan,Multifamily Housing,57415,1907,1,100,92.6,10.8,0.6,67.37,5.280153396,4.210199815
91,Brooklyn,Multifamily Housing,65479,2013,1,100,28.4,8.3,,,,
24,Queens,Hotel,114800,1980,1,100,82,15.2,0.3,78.04,5.222515653,4.357221516
33,Manhattan,Hotel,80122,2008,1,80,102.8,16.1,0.5,91.59,5.341855669,4.517322095
72,Brooklyn,Multifamily Housing,208786,2015,1,100,56.3,5,0.4,38.69,6.241055268,3.655581169
9,Manhattan,Multifamily Housing,55649,2010,1,100,69.4,9.5,0.4,,4.674696249,
23,Manhattan,Office,100650,1920,1,100,118.9,24.9,0.4,17.69,4.924350925,2.872999508
17,Queens,Multifamily Housing,,1952,2,100,122.7,5,1.1,,5.996949477,
8,Queens,Multifamily Housing,,1952,2,100,117.4,6.2,1.1,,6.17586727,
16,Queens,Multifamily Housing,,1952,2,100,116.7,6.1,1,,6.011512242,
23,Queens,Multifamily Housing,,1952,2,100,103.4,5.9,0.9,,5.727499001,
81,Manhattan,Office,66282,1915,1,100,54.7,11.9,0,38.87,4.166665224,3.660222745
96,Manhattan,Office,72984,1930,1,100,38,8.5,,12.62,3.881563798,2.535282857
62,Manhattan,Office,145772,1903,1,100,96.4,15.6,0,,6.139237791,
6,Manhattan,Multifamily Housing,87024,1925,1,100,71.8,6.1,0,,0.641853886,
33,Brooklyn,Multifamily Housing,113398,1926,1,100,97.1,6.4,0.8,,6.115671351,
69,Manhattan,Office,1630256,1929,1,100,90.2,21,0,19.62,5.001258132,2.976549454
78,Manhattan,Multifamily Housing,53855,1923,1,100,111.7,1.2,0.1,,6.062388885,
80,Bronx,Multifamily Housing,72670,1924,1,100,96.1,1.2,1,,5.872681011,
90,Bronx,Multifamily Housing,69800,1960,1,100,82.8,1,0.1,72.94,6.01175725,4.289637185
74,Bronx,Multifamily Housing,53900,1935,1,100,92.8,1.1,0.1,,5.856503562,
68,Bronx,Multifamily Housing,61000,1959,1,100,101.6,2.1,0.2,,6.017132294,
70,Manhattan,Multifamily Housing,62789,1928,1,100,87.2,4,0,38.38,5.830415126,3.647536491
44,Manhattan,Multifamily Housing,151009,1964,1,100,100.6,6.5,0.8,46.69,6.458651714,3.843530009
76,Manhattan,Multifamily Housing,175375,1963,1,100,71.1,4.3,0.6,38.12,6.235194732,3.640739079
1,Manhattan,Multifamily Housing,184782,1983,1,100,120.6,19.3,0.6,75.08,6.306275287,4.318554212
37,Manhattan,Multifamily Housing,96379,1912,1,100,68.1,5.7,0.5,29.09,5.524257005,3.370394473
92,Manhattan,Multifamily Housing,101145,1905,1,100,71,3.5,0.6,64.44,5.792403666,4.165734558
37,Manhattan,Multifamily Housing,117150,1929,1,100,72.1,5.8,0.6,25.74,5.79818315,3.248046202
29,Manhattan,Multifamily Housing,163600,1959,1,100,62.1,5.8,,,,
8,Manhattan,Multifamily Housing,476739,1988,1,100,101.8,11.1,,,,
72,Manhattan,Multifamily Housing,231733,1930,1,100,56.2,4.7,,22.97,6.556778356,3.134189017
73,Manhattan,Multifamily Housing,64020,1942,1,100,79.9,4.8,0.2,76.91,5.583872178,4.342635907
47,Manhattan,Multifamily Housing,124789,1941,1,100,91.8,4.2,,,6.606650186,
70,Queens,Distribution Center,70000,1927,1,100,30.7,3.1,0,11.85,4.658710953,2.472327868
98,Queens,Multifamily Housing,76885,2008,1,100,27.2,5.3,0.1,155.7,3.589059119,5.047931079
76,Brooklyn,Multifamily Housing,105440,1964,1,100,75.2,4.6,0.6,80.14,5.810542011,4.383775105
98,Manhattan,Multifamily Housing,125284,1912,1,100,49.8,3.1,,21.98,6.14354165,3.090132949
81,Manhattan,Multifamily Housing,159929,1966,1,100,73.8,4.2,,34.84,6.564560497,3.550766152
87,Manhattan,Multifamily Housing,100056,1927,1,100,64.8,3.9,,32.72,5.961778237,3.487986512
86,Brooklyn,Multifamily Housing,58350,2008,1,100,53.6,4.4,0.4,88.58,4.777441407,4.483906098
49,Manhattan,Multifamily Housing,159090,1939,2,100,74.5,6.3,0.6,35.15,6.091988385,3.559624618
74,Manhattan,Office,135000,1986,1,100,58,17,,19.4,,2.965273066
16,Manhattan,Multifamily Housing,124293,2013,1,100,83.7,11.7,0.5,,5.341376856,
79,Manhattan,Office,60500,1918,1,100,47.8,12.7,0,15.33,2.533696814,2.729811693
95,Brooklyn,Multifamily Housing,272000,1958,1,100,74.9,1,0.8,54.21,6.940996613,3.992865393
72,Brooklyn,Multifamily Housing,191889,2003,1,100,68.5,5.7,0.5,48.15,6.104123365,3.874321138
37,Brooklyn,Multifamily Housing,127764,1956,1,100,98.7,5.1,0.8,47.63,6.326328348,3.863462815
93,Queens,Multifamily Housing,137821,1962,1,100,70.3,0.7,0.7,76.46,6.211402967,4.336767728
53,Bronx,Medical Office,243426,1925,1,100,127.7,13.3,0.8,19.68,6.472809866,2.979602892
82,Queens,Multifamily Housing,99338,1960,1,100,73.5,4.1,,67.29,6.08541016,4.209011637
3,Bronx,Multifamily Housing,57600,1907,1,100,120.5,9.9,0.9,,5.586874056,
100,Queens,Multifamily Housing,71000,1930,1,100,44.1,0.6,0.5,92.11,5.070789217,4.522983515
28,Brooklyn,Multifamily Housing,186779,2014,1,50,63.7,13.5,0.2,45.83,4.911183215,3.824938899
90,Queens,Multifamily Housing,259805,2015,2,0,31.8,6.2,0.1,,5.451896454,
60,Manhattan,Multifamily Housing,67390,1920,1,100,62.4,,,,5.053694784,
99,Brooklyn,Multifamily Housing,85152,2008,1,95,31.7,,,,4.601162165,
100,Manhattan,Multifamily Housing,58325,1930,1,100,37.8,,,,4.821893169,
52,Brooklyn,K-12 School,88400,2007,1,100,64.3,,,,4.53044664,
29,Brooklyn,Non-Refrigerated Warehouse,145000,1955,1,100,35,3.1,0.3,1.7,5.283203729,0.530628251
60,Brooklyn,Multifamily Housing,1736700,1960,5,100,84.8,5.2,0.7,,8.732562602,
98,Manhattan,Multifamily Housing,63862,1976,1,100,52,1.7,0,79.11,2.667228207,4.370839289
88,Manhattan,Multifamily Housing,58480,1960,1,100,78.6,1.5,0,72.07,1.252762968,4.277637869
98,Manhattan,Office,400294,1907,1,40,26.4,7.6,,5.05,,1.619388243
44,Queens,Multifamily Housing,174240,1956,1,100,100.1,5.1,0.8,,6.655569042,
46,Manhattan,Multifamily Housing,260000,1963,1,100,83.7,5.6,0.6,,6.798498293,
16,Queens,Multifamily Housing,,1953,3,100,117.4,5.9,1.1,61.09,6.851713888,4.112348187
15,Queens,Multifamily Housing,,1953,5,100,120.3,5.7,1.1,47.76,7.215975003,3.866188469
71,Brooklyn,Multifamily Housing,51846,1931,1,100,87.8,4.3,0.8,809.88,5.302309388,6.696886089
17,Queens,Multifamily Housing,152286,1953,3,100,113.3,6.3,1,7939.62,6.564560497,8.979620694
14,Queens,Multifamily Housing,159428,1953,3,100,117.5,6.2,1,,6.674561392,
17,Queens,Multifamily Housing,161012,1953,3,100,116.9,6,1.1,57.26,6.654925417,4.0476023
16,Brooklyn,Multifamily Housing,64300,1962,1,90,111.6,3.8,1.1,,5.817408735,
48,Brooklyn,Multifamily Housing,59148,1940,1,90,90.4,3.1,0.9,,5.520660598,
100,Brooklyn,Multifamily Housing,61000,1959,1,90,16.2,4,0,,1.85629799,
79,Brooklyn,Multifamily Housing,422950,2015,1,95,70,8.4,0.4,,6.365782926,
24,Brooklyn,Multifamily Housing,75000,1946,1,90,95.9,3.4,0.9,,5.814130532,
100,Queens,Multifamily Housing,66824,1957,1,95,35.1,1.8,0.3,,4.636668853,
100,Brooklyn,Multifamily Housing,380000,1972,1,95,11.2,3.3,,,,
45,Queens,Multifamily Housing,75455,1938,1,90,87.4,3.8,0.8,,5.688668837,
92,Brooklyn,Retail Store,53000,1960,1,95,22.1,4.5,0.1,,2.862200881,
21,Brooklyn,Multifamily Housing,64900,1962,1,90,97.4,4.1,0.9,,5.652839996,
93,Bronx,Multifamily Housing,175726,1948,1,95,69.2,1.6,0,35.78,6.730062991,3.577389078
98,Bronx,Multifamily Housing,235467,1948,8,95,67,1.2,0.7,42.26,6.666320458,3.743841012
65,Manhattan,Multifamily Housing,65172,1926,1,100,72.5,4.3,0.6,50.17,5.289781036,3.915417238
66,Manhattan,Office,71180,1928,1,95,73,14.1,0.2,,4.477336814,
23,Bronx,Multifamily Housing,107920,1928,1,95,111.8,4.2,1,,6.324717321,
44,Bronx,Multifamily Housing,121796,2004,1,95,78.2,5.8,0.6,57.24,5.935951837,4.047252955
100,Manhattan,Office,181921,1926,1,90,11.4,,,13.29,,2.587011873
58,Queens,Multifamily Housing,103032,1951,2,100,83.9,4.7,0.7,70.61,5.91539311,4.257171778
36,Queens,Multifamily Housing,167032,1951,4,100,87.4,5.9,0.7,,6.438231535,
26,Queens,Multifamily Housing,109562,1951,2,100,94.7,6.3,0.8,,6.048317359,
29,Queens,Multifamily Housing,149406,1951,3,100,92.2,6.5,0.8,65.58,6.315358002,4.183270771
39,Queens,Multifamily Housing,115226,1951,3,100,81,5.4,0.7,50.28,6.013470627,3.917607384
19,Queens,Multifamily Housing,,1951,2,100,100.1,5.9,0.9,,5.897977704,
7,Manhattan,Multifamily Housing,162075,2000,1,100,117.2,7,0,59.85,6.526787642,4.091841432
23,Manhattan,Multifamily Housing,299947,1959,1,100,66.8,6.9,0.5,44.72,6.509216131,3.800420829
20,Manhattan,Multifamily Housing,236544,1977,1,100,112.1,9,0.9,40.87,6.82990184,3.710396298
52,Manhattan,Multifamily Housing,316007,1951,1,100,81.2,2.9,0.8,,7.200424893,
19,Manhattan,Multifamily Housing,98788,1922,1,100,87.7,10.1,0.6,25.35,5.568344504,3.23277873
3,Manhattan,Multifamily Housing,66872,1903,1,100,116.4,14.6,0.1,,5.759217182,
54,Manhattan,Hotel,562340,2001,1,95,53.4,13.9,0.1,67.38,5.094976443,4.210348238
66,Manhattan,Multifamily Housing,63084,1983,1,100,81.1,3.6,,47.28,5.788123623,3.856087373
100,Manhattan,Hotel,201307,2010,1,100,28.2,,,,4.894101478,
61,Brooklyn,Multifamily Housing,94667,1929,1,100,82.3,4.7,0.7,,5.811140993,
54,Brooklyn,Multifamily Housing,94668,1929,1,100,86.7,4.7,0.8,,5.875492371,
35,Manhattan,Multifamily Housing,57700,1930,1,95,83.6,4.2,,86.47,5.504518197,4.459797533
1,Bronx,Multifamily Housing,62440,1986,1,100,174.9,16.5,1.2,,6.52649486,
66,Manhattan,Office,384655,1925,1,100,92.4,18.7,0.3,,6.366985779,
100,Manhattan,Office,71985,1908,1,100,44,0.9,,17.26,5.384036242,2.848391686
60,Manhattan,Office,94075,1907,1,100,106.6,13.4,0.7,,5.74748033,
99,Brooklyn,Multifamily Housing,68400,1938,1,100,21.8,6.3,,,,
85,Brooklyn,Multifamily Housing,93378,1926,1,100,63.3,4.6,0.5,,5.506144214,
83,Manhattan,Hotel,112608,1999,1,85,132.7,18.4,0.7,90.63,6.13686275,4.506785284
39,Manhattan,Multifamily Housing,161362,1928,1,95,114.8,4.4,1,110.32,6.788070436,4.703385233
34,Manhattan,Multifamily Housing,119788,1929,1,95,124.6,4.8,0.8,154.33,6.609349243,5.039093167
99,Manhattan,Multifamily Housing,111055,1961,1,95,37.9,4.8,0.1,,5.050496828,
63,Queens,Multifamily Housing,191330,1956,1,95,81.9,4.6,0.7,82.62,6.513971676,4.414251782
53,Manhattan,Multifamily Housing,92580,1929,1,95,89.8,3.9,0.9,86.71,5.924790414,4.462569217
54,Manhattan,Multifamily Housing,57990,1930,1,95,88.9,4.3,0.8,107.09,5.430660554,4.673669602
69,Manhattan,Multifamily Housing,123524,1959,1,95,67,5.8,0.4,51.95,5.776723099,3.950281718
66,Bronx,Multifamily Housing,71868,1939,1,95,91.6,3.3,0.2,,5.990464047,
51,Bronx,Multifamily Housing,84826,1948,1,95,105.4,4.1,0,,6.351583553,
48,Bronx,Multifamily Housing,77050,1938,1,95,88.8,4.4,0.8,,5.701112246,
73,Queens,Multifamily Housing,70500,1949,1,95,87.2,3.4,0.8,98.56,5.682899264,4.5906655
73,Queens,Multifamily Housing,142260,1946,1,95,90.9,2.1,0.9,52.37,6.461311914,3.958333908
16,Queens,Multifamily Housing,204340,1952,3,95,147.4,2.2,1.5,48.63,7.337392539,3.884240624
78,Brooklyn,Multifamily Housing,105360,1928,1,95,82.7,4,0.7,56.6,5.970240911,4.036008985
91,Brooklyn,Multifamily Housing,57460,1936,1,95,75.3,4,0.7,47.92,5.239098007,3.869532954
39,Queens,Multifamily Housing,53796,1926,1,95,141.3,1.6,1.3,106.95,6.021266038,4.672361436
78,Queens,Multifamily Housing,111648,1934,2,95,87.4,4.3,0.7,,6.117215752,
55,Queens,Multifamily Housing,540916,2004,1,95,72.8,5.5,0.6,,7.339602628,
2,Manhattan,Multifamily Housing,85194,1912,1,100,91.2,14.6,0.4,73.3,5.283203729,4.294560609
64,Queens,Multifamily Housing,116784,1950,12,95,86.4,3.7,0.8,47.41,6.124245658,3.858833177
29,Queens,Multifamily Housing,116784,1950,12,95,111.9,4.1,1.1,,6.405724203,
38,Queens,Multifamily Housing,116784,1950,12,95,110.4,3.1,1.1,,6.423409288,
87,Manhattan,Office,136733,1928,1,100,63.7,10.9,0.3,16.8,5.235377567,2.821378886
93,Queens,Multifamily Housing,116784,1950,12,95,76.9,0.9,0.8,20.43,6.12905021,3.017004409
71,Queens,Multifamily Housing,58300,1931,1,95,71.8,3.7,0.6,55.92,5.208939555,4.023922098
85,Queens,Multifamily Housing,68466,1950,1,95,83.5,4.1,0.7,,5.532994154,
56,Queens,Multifamily Housing,59596,1963,1,95,95.9,5.3,0.8,75.36,5.517854422,4.32227663
1,Manhattan,Multifamily Housing,63587,1926,1,100,172,15.6,0.5,157.61,6.366298612,5.060123627
60,Queens,Multifamily Housing,97266,1961,1,95,94.7,4.5,0.8,73.49,6.019565977,4.297149343
64,Brooklyn,Multifamily Housing,69768,1955,1,100,76.3,3.4,0.7,,5.627980761,
60,Queens,Multifamily Housing,55526,1940,1,95,91.9,4.7,0.8,93.61,5.420092423,4.539137215
77,Queens,Multifamily Housing,50968,1928,1,95,85.8,3.9,0.7,78.62,5.316648323,4.36462612
41,Queens,Multifamily Housing,66216,1926,4,95,87,6.9,0.6,55.08,5.467638111,4.008786674
19,Queens,Multifamily Housing,57291,1925,1,95,113.4,3.4,1,82.03,5.75827066,4.407085034
71,Queens,Multifamily Housing,53000,1931,1,95,95.4,4.5,0.8,88.23,5.418320159,4.479947041
74,Queens,Multifamily Housing,52000,1930,1,95,99.4,3.9,0.9,72.46,5.473110657,4.283034685
61,Queens,Multifamily Housing,89781,1928,1,95,98.6,4.2,0.8,63.53,6.021266038,4.151512235
100,Queens,Multifamily Housing,55840,1932,1,95,6.2,,,3.57,3.242592351,1.272565596
58,Queens,Multifamily Housing,50232,1929,1,95,99.6,6,0.5,76.85,5.493061443,4.34185547
59,Queens,Multifamily Housing,132725,1954,2,95,85.1,4.6,0.7,,6.222377836,
81,Manhattan,Multifamily Housing,52950,1916,1,100,79.1,4.4,,90.69,5.533389489,4.507447097
47,Manhattan,Hotel,59429,1900,1,80,108.2,24.8,0.2,,4.264087337,
43,Brooklyn,Multifamily Housing,63727,1931,1,100,84.2,3.2,0.8,69.3,5.599162426,4.238444906
